happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption
92,2019,Indonesia,Southeastern Asia,5.192,0.931,0.66,1.203,0.491,0.498,0.028
93,2019,China,Eastern Asia,5.191,1.029,0.893,1.125,0.521,0.058,0.1
94,2019,Viet Nam,Southeastern Asia,5.175,0.741,0.851,1.346,0.543,0.147,0.073
95,2019,Bhutan,Southern Asia,5.082,0.813,0.604,1.321,0.457,0.37,0.167
96,2019,Cameroon,Sub-Saharan Africa,5.044,0.549,0.331,0.91,0.381,0.187,0.037
97,2019,Bulgaria,Central and Eastern Europe,5.011,1.092,0.815,1.513,0.311,0.081,0.004
98,2019,Ghana,Sub-Saharan Africa,4.996,0.611,0.486,0.868,0.381,0.245,0.04
99,2019,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.232,0.808,0.352,0.154,0.09
100,2019,Nepal,Southern Asia,4.913,0.446,0.677,1.226,0.439,0.285,0.089
101,2019,Jordan,Middle East and Northern Africa,4.906,0.837,0.815,1.225,0.383,0.11,0.13
102,2019,Benin,Sub-Saharan Africa,4.883,0.393,0.397,0.437,0.349,0.175,0.082
103,2019,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.508,0.799,0.372,0.105,0.093
104,2019,Gabon,Sub-Saharan Africa,4.799,1.057,0.571,1.183,0.295,0.043,0.055
105,2019,Lao People's Democratic Republic,Southeastern Asia,4.796,0.764,0.551,1.03,0.547,0.266,0.164
106,2019,South Africa,Sub-Saharan Africa,4.722,0.96,0.469,1.351,0.389,0.13,0.055
107,2019,Albania,Central and Eastern Europe,4.719,0.947,0.874,0.848,0.383,0.178,0.027
108,2019,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,4.707,0.96,0.805,1.427,0.154,0.064,0.047
109,2019,Cambodia,Southeastern Asia,4.7,0.574,0.637,1.122,0.609,0.232,0.062
110,2019,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,0.672,1.247,0.225,0.103,0.066
111,2019,Senegal,Sub-Saharan Africa,4.681,0.45,0.571,1.134,0.292,0.153,0.072
112,2019,Somalia,Sub-Saharan Africa,4.668,0.0,0.268,0.698,0.559,0.243,0.27
113,2019,Namibia,Sub-Saharan Africa,4.639,0.879,0.477,1.313,0.401,0.07,0.056
114,2019,Niger,Sub-Saharan Africa,4.628,0.138,0.366,0.774,0.318,0.188,0.102
115,2019,Burkina Faso,Sub-Saharan Africa,4.587,0.331,0.38,1.056,0.255,0.177,0.113
116,2019,Armenia,Central and Eastern Europe,4.559,0.85,0.815,1.055,0.283,0.095,0.064
117,2019,"Iran, Islamic Republic of",Middle East and Northern Africa,4.548,1.1,0.785,0.842,0.305,0.27,0.125
118,2019,Guinea,Sub-Saharan Africa,4.534,0.38,0.375,0.829,0.332,0.207,0.086
119,2019,Georgia,Central and Eastern Europe,4.519,0.886,0.752,0.666,0.346,0.043,0.164
120,2019,Gambia,Sub-Saharan Africa,4.516,0.308,0.428,0.939,0.382,0.269,0.167
121,2019,Kenya,Sub-Saharan Africa,4.509,0.512,0.581,0.983,0.431,0.372,0.053
122,2019,Mauritania,Sub-Saharan Africa,4.49,0.57,0.489,1.167,0.066,0.106,0.088
123,2019,Mozambique,Sub-Saharan Africa,4.466,0.204,0.39,0.986,0.494,0.197,0.138
124,2019,Tunisia,Middle East and Northern Africa,4.461,0.921,0.815,1.0,0.167,0.059,0.055
125,2019,Bangladesh,Southern Asia,4.456,0.562,0.723,0.928,0.527,0.166,0.143
126,2019,Iraq,Middle East and Northern Africa,4.437,1.043,0.574,0.98,0.241,0.148,0.089
127,2019,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,0.357,1.125,0.269,0.212,0.053
128,2019,Mali,Sub-Saharan Africa,4.39,0.385,0.308,1.105,0.327,0.153,0.052
129,2019,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.242,0.841,0.309,0.252,0.045
130,2019,Sri Lanka,Southern Asia,4.366,0.949,0.831,1.265,0.47,0.244,0.047
131,2019,Myanmar,Southeastern Asia,4.36,0.71,0.555,1.181,0.525,0.566,0.172
132,2019,Chad,Sub-Saharan Africa,4.35,0.35,0.192,0.766,0.174,0.198,0.078
133,2019,Ukraine,Central and Eastern Europe,4.332,0.82,0.739,1.39,0.178,0.187,0.01
134,2019,Ethiopia,Sub-Saharan Africa,4.286,0.336,0.532,1.033,0.344,0.209,0.1
135,2019,Swaziland,Sub-Saharan Africa,4.212,0.811,0.0,1.149,0.313,0.074,0.135
136,2019,Uganda,Sub-Saharan Africa,4.189,0.332,0.443,1.069,0.356,0.252,0.06
137,2019,Egypt,Middle East and Northern Africa,4.166,0.913,0.644,1.039,0.241,0.076,0.067
138,2019,Zambia,Sub-Saharan Africa,4.107,0.578,0.426,1.058,0.431,0.247,0.087
139,2019,Togo,Sub-Saharan Africa,4.085,0.275,0.41,0.572,0.293,0.177,0.085
140,2019,India,Southern Asia,4.015,0.755,0.588,0.765,0.498,0.2,0.085
141,2019,Liberia,Sub-Saharan Africa,3.975,0.073,0.443,0.922,0.37,0.233,0.033
142,2019,Comoros,Sub-Saharan Africa,3.973,0.274,0.505,0.757,0.142,0.275,0.078
143,2019,Madagascar,Sub-Saharan Africa,3.933,0.274,0.555,0.916,0.148,0.169,0.041
144,2019,Lesotho,Sub-Saharan Africa,3.802,0.489,0.168,1.169,0.359,0.107,0.093
145,2019,Burundi,Sub-Saharan Africa,3.775,0.046,0.38,0.447,0.22,0.176,0.18
146,2019,Zimbabwe,Sub-Saharan Africa,3.663,0.366,0.433,1.114,0.361,0.151,0.089
147,2019,Haiti,Latin America and Caribbean,3.597,0.323,0.449,0.688,0.026,0.419,0.11
148,2019,Botswana,Sub-Saharan Africa,3.488,1.041,0.538,1.145,0.455,0.025,0.1
149,2019,Syrian Arab Republic,Middle East and Northern Africa,3.462,0.619,0.44,0.378,0.013,0.331,0.141
150,2019,Malawi,Sub-Saharan Africa,3.41,0.191,0.495,0.56,0.443,0.218,0.089
151,2019,Yemen,Middle East and Northern Africa,3.38,0.287,0.463,1.163,0.143,0.108,0.077
152,2019,Rwanda,Sub-Saharan Africa,3.334,0.359,0.614,0.711,0.555,0.217,0.411
153,2019,"Tanzania, United Republic of",Sub-Saharan Africa,3.231,0.476,0.499,0.885,0.417,0.276,0.147
154,2019,Afghanistan,Southern Asia,3.203,0.35,0.361,0.517,0.0,0.158,0.025
155,2019,Central African Republic,Sub-Saharan Africa,3.083,0.026,0.105,0.0,0.225,0.235,0.035
156,2019,South Sudan,Sub-Saharan Africa,2.853,0.306,0.295,0.575,0.01,0.202,0.091
